flight_operation_id,flightid,avbseats,status,route_id,weather_conditions,aircraftid,aircraft_name,totalseats,aircraft_status,manufacturer,departure_airport_code,departure_airport_name,departure_city,departure_country,departure_elevation,departure_is_international,arrival_airport_code,arrival_airport_name,arrival_city,arrival_country,arrival_elevation,arrival_is_international,departure_date,departure_month,departure_year,departure_time,departure_hours,departure_minutes,departure_meridiem,arrival_date,arrival_month,arrival_year,arrival_time,arrival_hours,arrival_minutes,arrival_meridiem,route_duration,distance,route_cost,booked_seats
744,492,109,Delayed,208,Good,71,Aircraft6,337,Active,Boeing,A269,Airport269,City269,Country269,1729,True,A363,Airport363,City363,Country363,3618,True,2024-04-02,4,2024,10:58:55.812522,10,58,AM,2024-04-02,4,2024,11:29:55.812522,11,29,AM,31,5050.0,10100,228
746,493,52,Scheduled,607,Good,98,Aircraft33,201,Active,Airbus,A222,Airport222,City222,Country222,1075,False,A189,Airport189,City189,Country189,2390,True,2024-03-25,3,2024,22:25:27.616685,22,25,PM,2024-03-25,3,2024,22:29:27.616685,22,29,PM,4,4698.0,9396,149
748,494,123,Scheduled,621,Good,92,Aircraft38,257,Active,Boeing,A64,Airport64,City64,Country64,3466,True,A214,Airport214,City214,Country214,442,True,2024-04-08,4,2024,02:33:56.938000,2,33,AM,2024-04-08,4,2024,06:33:56.938000,6,33,AM,240,2646.407211028632,5293,134
750,495,155,Scheduled,229,Bad,98,Aircraft33,201,Active,Airbus,A357,Airport357,City357,Country357,3625,False,A492,Airport492,City492,Country492,457,True,2024-04-12,4,2024,15:58:08.007568,15,58,PM,2024-04-12,4,2024,16:30:08.007568,16,30,PM,32,2646.407211028632,5293,46
752,496,109,Scheduled,879,Bad,90,Aircraft25,238,Active,Boeing,A104,Airport104,City104,Country104,1414,True,A134,Airport134,City134,Country134,4199,True,2024-03-20,3,2024,08:52:02.965624,8,52,AM,2024-03-20,3,2024,10:52:02.965624,10,52,AM,120,1447.0,2894,129
754,497,134,Scheduled,566,Bad,98,Aircraft33,201,Active,Airbus,A93,Airport93,City93,Country93,1468,True,A83,Airport83,City83,Country83,1012,True,2024-03-20,3,2024,08:48:14.094878,8,48,AM,2024-03-20,3,2024,11:48:14.094878,11,48,AM,180,2202.0,4404,67
756,498,27,Delayed,104,Bad,98,Aircraft33,201,Active,Airbus,A207,Airport207,City207,Country207,2382,True,A9,Airport9,City9,Country9,4107,False,2024-05-28,5,2024,21:06:35.675471,21,6,PM,2024-05-28,5,2024,22:31:47.675471,22,31,PM,85,2526.0,5052,174
758,499,53,Delayed,860,Bad,73,Aircraft10,182,Active,Airbus,A197,Airport197,City197,Country197,649,True,A353,Airport353,City353,Country353,2838,False,2024-05-28,5,2024,07:40:20.675471,7,40,AM,2024-05-28,5,2024,18:14:02.675471,18,14,PM,634,258.0,516,129
760,500,21,Scheduled,343,Bad,85,Aircraft26,165,Active,Boeing,A123,Airport123,City123,Country123,547,True,A261,Airport261,City261,Country261,2275,True,2024-03-12,3,2024,15:48:01.130336,15,48,PM,2024-03-12,3,2024,20:48:01.130336,20,48,PM,300,4580.0,9160,144
762,501,88,Delayed,155,Bad,95,Aircraft41,124,Active,Boeing,A384,Airport384,City384,Country384,2786,True,A348,Airport348,City348,Country348,3644,True,2024-03-06,3,2024,01:13:22.855178,1,13,AM,2024-03-06,3,2024,01:20:22.855178,1,20,AM,7,3983.0,7966,36
764,502,88,Scheduled,180,Bad,92,Aircraft38,257,Active,Boeing,A113,Airport113,City113,Country113,2284,True,A185,Airport185,City185,Country185,1734,True,2024-03-10,3,2024,15:44:16.046801,15,44,PM,2024-03-10,3,2024,19:44:16.046801,19,44,PM,240,4804.0,9608,169
766,503,162,Scheduled,597,Good,68,Aircraft3,354,Active,Airbus,A456,Airport456,City456,Country456,3904,True,A362,Airport362,City362,Country362,4930,True,2024-03-14,3,2024,10:30:59.655774,10,30,AM,2024-03-14,3,2024,11:30:59.655774,11,30,AM,60,1573.0,3146,192
768,504,171,Delayed,518,Bad,91,Aircraft36,248,Active,Airbus,A381,Airport381,City381,Country381,3509,True,A207,Airport207,City207,Country207,2382,True,2024-04-01,4,2024,10:30:49.681748,10,30,AM,2024-04-01,4,2024,10:36:49.681748,10,36,AM,6,3013.0,6026,77
770,505,129,Delayed,795,Good,90,Aircraft25,238,Active,Boeing,A238,Airport238,City238,Country238,820,True,A49,Airport49,City49,Country49,4392,False,2024-05-28,5,2024,12:32:46.675471,12,32,PM,2024-05-28,5,2024,14:22:14.675471,14,22,PM,109,579.0,1158,109
772,506,217,Delayed,352,Good,92,Aircraft38,257,Active,Boeing,A466,Airport466,City466,Country466,1442,False,A289,Airport289,City289,Country289,3188,True,2024-04-19,4,2024,15:41:25.917560,15,41,PM,2024-04-19,4,2024,16:41:25.917560,16,41,PM,60,2646.407211028632,5293,40
774,507,13,Scheduled,259,Bad,77,Aircraft16,254,Active,Boeing,A118,Airport118,City118,Country118,4073,False,A321,Airport321,City321,Country321,4478,True,2024-05-28,5,2024,10:38:27.675471,10,38,AM,2024-05-28,5,2024,16:59:04.675471,16,59,PM,381,2984.0,5968,241
776,508,171,Delayed,224,Good,73,Aircraft10,182,Active,Airbus,A7,Airport7,City7,Country7,3869,False,A291,Airport291,City291,Country291,2706,False,2024-03-19,3,2024,20:10:36.950870,20,10,PM,2024-03-19,3,2024,23:10:36.950870,23,10,PM,180,2646.407211028632,5293,11
778,509,125,Scheduled,168,Bad,71,Aircraft6,337,Active,Boeing,A151,Airport151,City151,Country151,3188,True,A259,Airport259,City259,Country259,1031,True,2024-04-05,4,2024,09:19:22.841256,9,19,AM,2024-04-05,4,2024,11:19:22.841256,11,19,AM,120,4092.0,8184,212
780,510,7,Delayed,592,Bad,95,Aircraft41,124,Active,Boeing,A128,Airport128,City128,Country128,3508,True,A365,Airport365,City365,Country365,939,True,2024-03-06,3,2024,16:48:32.413246,16,48,PM,2024-03-06,3,2024,16:54:32.413246,16,54,PM,6,3072.0,6144,117
782,511,109,Scheduled,650,Bad,71,Aircraft6,337,Active,Boeing,A277,Airport277,City277,Country277,3618,True,A130,Airport130,City130,Country130,3018,False,2024-04-08,4,2024,00:49:22.489735,0,49,AM,2024-04-08,4,2024,01:26:22.489735,1,26,AM,37,2646.407211028632,5293,228
784,512,150,Scheduled,170,Bad,90,Aircraft25,238,Active,Boeing,A348,Airport348,City348,Country348,3644,True,A363,Airport363,City363,Country363,3618,True,2024-03-21,3,2024,18:16:24.702298,18,16,PM,2024-03-21,3,2024,20:16:24.702298,20,16,PM,120,1935.0,3870,88
786,513,141,Delayed,833,Bad,81,Aircraft21,277,Active,Boeing,A53,Airport53,City53,Country53,2037,True,A37,Airport37,City37,Country37,2320,True,2024-03-26,3,2024,20:38:21.910590,20,38,PM,2024-03-27,3,2024,01:38:21.910590,1,38,AM,300,3524.0,7048,136
788,514,190,Scheduled,215,Bad,92,Aircraft38,257,Active,Boeing,A78,Airport78,City78,Country78,4460,True,A56,Airport56,City56,Country56,1190,False,2024-03-11,3,2024,10:50:07.564940,10,50,AM,2024-03-11,3,2024,14:50:07.564940,14,50,PM,240,1061.0,2122,67
790,515,175,Delayed,838,Bad,90,Aircraft25,238,Active,Boeing,A406,Airport406,City406,Country406,2325,True,A226,Airport226,City226,Country226,3358,False,2024-03-11,3,2024,15:22:42.983772,15,22,PM,2024-03-11,3,2024,16:22:42.983772,16,22,PM,60,1487.0,2974,63
792,516,66,Scheduled,219,Bad,76,Aircraft15,276,Active,Airbus,A49,Airport49,City49,Country49,4392,False,A325,Airport325,City325,Country325,875,True,2024-04-05,4,2024,18:40:05.553434,18,40,PM,2024-04-05,4,2024,19:18:05.553434,19,18,PM,38,3877.0,7754,210
794,517,1,Scheduled,1057,Bad,75,Aircraft13,144,Active,Airbus,A151,Airport151,City151,Country151,3188,True,A2,Airport2,City2,Country2,395,False,2024-04-16,4,2024,21:50:46.717217,21,50,PM,2024-04-16,4,2024,22:41:46.717217,22,41,PM,51,2646.407211028632,5293,143
796,518,220,Scheduled,1034,Bad,92,Aircraft38,257,Active,Boeing,A95,Airport95,City95,Country95,114,False,A72,Airport72,City72,Country72,91,True,2024-03-08,3,2024,02:13:47.128110,2,13,AM,2024-03-08,3,2024,03:09:47.128110,3,9,AM,56,2397.0,4794,37
798,519,263,Delayed,534,Good,71,Aircraft6,337,Active,Boeing,A98,Airport98,City98,Country98,2237,True,A441,Airport441,City441,Country441,4219,True,2024-03-12,3,2024,19:08:33.901776,19,8,PM,2024-03-12,3,2024,23:08:33.901776,23,8,PM,240,2646.407211028632,5293,74
800,520,237,Delayed,622,Bad,68,Aircraft3,354,Active,Airbus,A215,Airport215,City215,Country215,1342,False,A211,Airport211,City211,Country211,3247,True,2024-05-28,5,2024,06:54:14.675471,6,54,AM,2024-05-28,5,2024,11:05:05.675471,11,5,AM,251,4668.0,9336,117
802,521,109,Scheduled,573,Bad,76,Aircraft15,276,Active,Airbus,A303,Airport303,City303,Country303,4098,True,A388,Airport388,City388,Country388,3545,True,2024-03-14,3,2024,00:24:13.315468,0,24,AM,2024-03-14,3,2024,01:24:13.315468,1,24,AM,60,2646.407211028632,5293,167
804,522,109,Delayed,429,Bad,85,Aircraft26,165,Active,Boeing,A29,Airport29,City29,Country29,4345,False,A266,Airport266,City266,Country266,3000,True,2024-04-11,4,2024,13:14:06.077923,13,14,PM,2024-04-11,4,2024,15:14:06.077923,15,14,PM,120,4875.0,9750,56
806,523,249,Scheduled,205,Bad,81,Aircraft21,277,Active,Boeing,A226,Airport226,City226,Country226,3358,False,A224,Airport224,City224,Country224,3378,True,2024-03-08,3,2024,19:13:49.141772,19,13,PM,2024-03-08,3,2024,19:28:49.141772,19,28,PM,15,3142.0,6284,28
808,524,109,Delayed,1009,Bad,79,Aircraft18,207,Active,Boeing,A248,Airport248,City248,Country248,2150,False,A342,Airport342,City342,Country342,4419,True,2024-03-05,3,2024,18:06:25.738247,18,6,PM,2024-03-05,3,2024,18:11:25.738247,18,11,PM,5,2646.407211028632,5293,98
810,525,109,Delayed,813,Bad,71,Aircraft6,337,Active,Boeing,A163,Airport163,City163,Country163,2651,True,A201,Airport201,City201,Country201,318,True,2024-04-15,4,2024,22:45:43.121718,22,45,PM,2024-04-15,4,2024,23:41:43.121718,23,41,PM,56,3804.0,7608,228
812,526,176,Scheduled,226,Good,81,Aircraft21,277,Active,Boeing,A349,Airport349,City349,Country349,2027,True,A485,Airport485,City485,Country485,2628,False,2024-03-03,3,2024,10:30:46.910149,10,30,AM,2024-03-03,3,2024,10:54:46.910149,10,54,AM,24,2377.0,4754,101
814,527,109,Scheduled,314,Bad,76,Aircraft15,276,Active,Airbus,A99,Airport99,City99,Country99,2696,True,A475,Airport475,City475,Country475,3322,False,2024-03-13,3,2024,22:29:49.494803,22,29,PM,2024-03-14,3,2024,01:29:49.494803,1,29,AM,180,4482.0,8964,167
816,528,65,Delayed,164,Bad,80,Aircraft15,177,Active,Boeing,A161,Airport161,City161,Country161,1769,False,A350,Airport350,City350,Country350,1098,False,2024-04-08,4,2024,08:36:58.344945,8,36,AM,2024-04-08,4,2024,09:16:58.344945,9,16,AM,40,2891.0,5782,112
818,529,109,Scheduled,1011,Good,73,Aircraft10,182,Active,Airbus,A180,Airport180,City180,Country180,1642,True,A351,Airport351,City351,Country351,2114,True,2024-03-05,3,2024,02:13:55.484546,2,13,AM,2024-03-05,3,2024,03:13:55.484546,3,13,AM,60,1389.0,2778,73
820,530,173,Delayed,1058,Bad,92,Aircraft38,257,Active,Boeing,A388,Airport388,City388,Country388,3545,True,A316,Airport316,City316,Country316,1422,True,2024-04-08,4,2024,05:43:02.928934,5,43,AM,2024-04-08,4,2024,09:43:02.928934,9,43,AM,240,4612.0,9224,84
822,531,60,Delayed,413,Bad,81,Aircraft21,277,Active,Boeing,A426,Airport426,City426,Country426,1859,True,A327,Airport327,City327,Country327,2530,True,2024-04-11,4,2024,15:51:14.741235,15,51,PM,2024-04-11,4,2024,18:51:14.741235,18,51,PM,180,193.0,386,217
824,532,46,Scheduled,913,Good,73,Aircraft10,182,Active,Airbus,A284,Airport284,City284,Country284,2464,False,A426,Airport426,City426,Country426,1859,True,2024-03-03,3,2024,10:40:43.159755,10,40,AM,2024-03-03,3,2024,10:57:43.159755,10,57,AM,17,2646.407211028632,5293,136
826,533,219,Scheduled,119,Bad,90,Aircraft25,238,Active,Boeing,A274,Airport274,City274,Country274,3056,False,A214,Airport214,City214,Country214,442,True,2024-03-05,3,2024,16:58:59.248287,16,58,PM,2024-03-05,3,2024,19:58:59.248287,19,58,PM,180,2575.0,5150,19
828,534,89,Scheduled,204,Bad,71,Aircraft6,337,Active,Boeing,A151,Airport151,City151,Country151,3188,True,A479,Airport479,City479,Country479,1478,False,2024-03-19,3,2024,03:01:58.713936,3,1,AM,2024-03-19,3,2024,08:01:58.713936,8,1,AM,300,164.0,328,248
830,535,109,Scheduled,204,Bad,73,Aircraft10,182,Active,Airbus,A151,Airport151,City151,Country151,3188,True,A479,Airport479,City479,Country479,1478,False,2024-03-09,3,2024,20:27:53.297634,20,27,PM,2024-03-09,3,2024,21:16:53.297634,21,16,PM,49,164.0,328,73
832,536,109,Delayed,210,Good,76,Aircraft15,276,Active,Airbus,A128,Airport128,City128,Country128,3508,True,A258,Airport258,City258,Country258,1395,True,2024-03-14,3,2024,05:35:51.364882,5,35,AM,2024-03-14,3,2024,07:35:51.364882,7,35,AM,120,743.0,1486,167
834,537,1,Delayed,317,Bad,76,Aircraft15,276,Active,Airbus,A386,Airport386,City386,Country386,251,False,A401,Airport401,City401,Country401,3881,False,2024-04-12,4,2024,12:01:51.041921,12,1,PM,2024-04-12,4,2024,12:11:51.041921,12,11,PM,10,3292.0,6584,275
836,538,109,Scheduled,938,Good,95,Aircraft41,124,Active,Boeing,A212,Airport212,City212,Country212,1100,False,A112,Airport112,City112,Country112,990,True,2024-05-28,5,2024,07:12:36.682025,7,12,AM,2024-05-28,5,2024,08:07:39.682025,8,7,AM,55,1721.0,3442,15
838,539,109,Delayed,138,Bad,79,Aircraft18,207,Active,Boeing,A67,Airport67,City67,Country67,3079,True,A75,Airport75,City75,Country75,70,False,2024-04-07,4,2024,21:04:54.265329,21,4,PM,2024-04-08,4,2024,02:04:54.265329,2,4,AM,300,3854.0,7708,98
840,540,51,Delayed,827,Bad,75,Aircraft13,144,Active,Airbus,A444,Airport444,City444,Country444,4455,True,A170,Airport170,City170,Country170,3201,True,2024-03-11,3,2024,19:00:27.773529,19,0,PM,2024-03-11,3,2024,19:52:27.773529,19,52,PM,52,3254.0,6508,93
842,541,20,Scheduled,832,Bad,71,Aircraft6,337,Active,Boeing,A241,Airport241,City241,Country241,4646,True,A294,Airport294,City294,Country294,2211,True,2024-04-07,4,2024,04:32:48.278082,4,32,AM,2024-04-07,4,2024,04:33:48.278082,4,33,AM,1,854.0,1708,317
844,542,107,Scheduled,349,Bad,85,Aircraft26,165,Active,Boeing,A35,Airport35,City35,Country35,3508,False,A357,Airport357,City357,Country357,3625,False,2024-03-03,3,2024,15:58:15.570609,15,58,PM,2024-03-03,3,2024,20:58:15.570609,20,58,PM,300,2010.0,4020,58
846,543,78,Delayed,1075,Bad,92,Aircraft38,257,Active,Boeing,A463,Airport463,City463,Country463,3777,True,A307,Airport307,City307,Country307,189,False,2024-04-05,4,2024,03:15:08.540583,3,15,AM,2024-04-05,4,2024,03:19:08.540583,3,19,AM,4,2646.407211028632,5293,179
848,544,48,Scheduled,530,Good,73,Aircraft10,182,Active,Airbus,A148,Airport148,City148,Country148,971,False,A17,Airport17,City17,Country17,1326,True,2024-03-26,3,2024,16:11:11.509786,16,11,PM,2024-03-26,3,2024,17:11:11.509786,17,11,PM,60,2646.407211028632,5293,134
850,545,260,Scheduled,845,Bad,71,Aircraft6,337,Active,Boeing,A77,Airport77,City77,Country77,2624,True,A53,Airport53,City53,Country53,2037,True,2024-03-29,3,2024,05:49:50.356337,5,49,AM,2024-03-29,3,2024,06:42:50.356337,6,42,AM,53,4374.0,8748,77
852,546,109,Scheduled,498,Bad,98,Aircraft33,201,Active,Airbus,A126,Airport126,City126,Country126,3430,False,A175,Airport175,City175,Country175,1200,True,2024-03-28,3,2024,21:22:14.843662,21,22,PM,2024-03-28,3,2024,21:51:14.843662,21,51,PM,29,1736.0,3472,92
854,547,100,Delayed,509,Good,79,Aircraft18,207,Active,Boeing,A268,Airport268,City268,Country268,1733,True,A390,Airport390,City390,Country390,2944,True,2024-03-31,3,2024,08:01:32.345940,8,1,AM,2024-03-31,3,2024,12:01:32.345940,12,1,PM,240,2646.407211028632,5293,107
856,548,46,Scheduled,145,Good,85,Aircraft26,165,Active,Boeing,A131,Airport131,City131,Country131,2880,False,A162,Airport162,City162,Country162,2266,True,2024-04-01,4,2024,00:40:37.789772,0,40,AM,2024-04-01,4,2024,01:24:37.789772,1,24,AM,44,2646.407211028632,5293,119
858,549,136,Delayed,252,Bad,85,Aircraft26,165,Active,Boeing,A177,Airport177,City177,Country177,4324,True,A315,Airport315,City315,Country315,3824,False,2024-03-30,3,2024,23:22:47.773123,23,22,PM,2024-03-31,3,2024,04:22:47.773123,4,22,AM,300,502.0,1004,29
860,550,202,Delayed,909,Good,76,Aircraft15,276,Active,Airbus,A246,Airport246,City246,Country246,3595,True,A77,Airport77,City77,Country77,2624,True,2024-03-29,3,2024,00:08:02.561967,0,8,AM,2024-03-29,3,2024,04:08:02.561967,4,8,AM,240,2646.407211028632,5293,74
862,551,27,Delayed,214,Bad,80,Aircraft15,177,Active,Boeing,A112,Airport112,City112,Country112,990,True,A363,Airport363,City363,Country363,3618,True,2024-04-19,4,2024,18:19:20.132022,18,19,PM,2024-04-19,4,2024,21:19:20.132022,21,19,PM,180,943.0,1886,150
864,552,64,Delayed,947,Good,92,Aircraft38,257,Active,Boeing,A326,Airport326,City326,Country326,713,True,A382,Airport382,City382,Country382,1304,True,2024-05-28,5,2024,16:10:46.684039,16,10,PM,2024-05-28,5,2024,22:50:19.684039,22,50,PM,400,2646.407211028632,5293,193
866,553,211,Scheduled,309,Bad,77,Aircraft16,254,Active,Boeing,A207,Airport207,City207,Country207,2382,True,A408,Airport408,City408,Country408,2252,True,2024-03-11,3,2024,06:32:36.291787,6,32,AM,2024-03-11,3,2024,11:32:36.291787,11,32,AM,300,2646.407211028632,5293,43
868,554,109,Scheduled,571,Bad,75,Aircraft13,144,Active,Airbus,A363,Airport363,City363,Country363,3618,True,A251,Airport251,City251,Country251,4001,True,2024-04-16,4,2024,15:03:16.407868,15,3,PM,2024-04-16,4,2024,15:57:16.407868,15,57,PM,54,2308.0,4616,35
870,555,59,Scheduled,1077,Good,91,Aircraft36,248,Active,Airbus,A136,Airport136,City136,Country136,562,True,A95,Airport95,City95,Country95,114,False,2024-03-29,3,2024,02:00:06.825361,2,0,AM,2024-03-29,3,2024,07:00:06.825361,7,0,AM,300,4804.0,9608,189
872,556,17,Delayed,984,Bad,80,Aircraft15,177,Active,Boeing,A322,Airport322,City322,Country322,4811,True,A145,Airport145,City145,Country145,3124,True,2024-03-25,3,2024,01:38:34.212997,1,38,AM,2024-03-25,3,2024,05:38:34.212997,5,38,AM,240,2688.0,5376,160
874,557,91,Scheduled,261,Bad,73,Aircraft10,182,Active,Airbus,A340,Airport340,City340,Country340,3241,False,A254,Airport254,City254,Country254,4026,True,2024-04-09,4,2024,03:30:15.236484,3,30,AM,2024-04-09,4,2024,06:30:15.236484,6,30,AM,180,2646.407211028632,5293,91
876,558,109,Scheduled,1040,Bad,81,Aircraft21,277,Active,Boeing,A182,Airport182,City182,Country182,2672,False,A89,Airport89,City89,Country89,2391,True,2024-04-16,4,2024,10:03:29.685587,10,3,AM,2024-04-16,4,2024,11:20:29.685587,11,20,AM,77,2646.407211028632,5293,168
878,559,109,Scheduled,1060,Bad,75,Aircraft13,144,Active,Airbus,A126,Airport126,City126,Country126,3430,False,A248,Airport248,City248,Country248,2150,False,2024-04-11,4,2024,13:59:09.642790,13,59,PM,2024-04-11,4,2024,15:59:09.642790,15,59,PM,120,2213.0,4426,35
880,560,109,Delayed,388,Good,77,Aircraft16,254,Active,Boeing,A31,Airport31,City31,Country31,662,True,A366,Airport366,City366,Country366,1499,False,2024-03-29,3,2024,16:26:20.086163,16,26,PM,2024-03-29,3,2024,18:02:20.086163,18,2,PM,96,2228.0,4456,145
882,561,57,Scheduled,196,Bad,92,Aircraft38,257,Active,Boeing,A307,Airport307,City307,Country307,189,False,A416,Airport416,City416,Country416,2931,False,2024-05-28,5,2024,11:41:20.684039,11,41,AM,2024-05-28,5,2024,22:21:27.684039,22,21,PM,640,966.0,1932,200
884,562,109,Delayed,317,Bad,85,Aircraft26,165,Active,Boeing,A386,Airport386,City386,Country386,251,False,A401,Airport401,City401,Country401,3881,False,2024-03-22,3,2024,11:15:00.964357,11,15,AM,2024-03-22,3,2024,16:15:00.964357,16,15,PM,300,3292.0,6584,56
886,563,157,Scheduled,966,Bad,82,Aircraft22,244,Active,Boeing,A236,Airport236,City236,Country236,2930,True,A85,Airport85,City85,Country85,1859,True,2024-04-01,4,2024,02:46:07.582524,2,46,AM,2024-04-01,4,2024,02:58:07.582524,2,58,AM,12,515.0,1030,87
888,564,210,Delayed,109,Bad,76,Aircraft15,276,Active,Airbus,A289,Airport289,City289,Country289,3188,True,A178,Airport178,City178,Country178,506,True,2024-03-05,3,2024,14:10:48.876365,14,10,PM,2024-03-05,3,2024,15:07:48.876365,15,7,PM,57,1457.0,2914,66
890,565,109,Scheduled,107,Good,95,Aircraft41,124,Active,Boeing,A316,Airport316,City316,Country316,1422,True,A184,Airport184,City184,Country184,2605,True,2024-03-18,3,2024,23:25:26.783126,23,25,PM,2024-03-19,3,2024,02:25:26.783126,2,25,AM,180,3600.0,7200,15
892,566,31,Scheduled,168,Bad,82,Aircraft22,244,Active,Boeing,A151,Airport151,City151,Country151,3188,True,A259,Airport259,City259,Country259,1031,True,2024-04-14,4,2024,13:21:16.497999,13,21,PM,2024-04-14,4,2024,14:04:16.497999,14,4,PM,43,4092.0,8184,213
894,567,29,Scheduled,341,Bad,92,Aircraft38,257,Active,Boeing,A117,Airport117,City117,Country117,4482,True,A385,Airport385,City385,Country385,1647,False,2024-04-21,4,2024,05:06:58.146687,5,6,AM,2024-04-21,4,2024,05:14:58.146687,5,14,AM,8,920.0,1840,228
896,568,109,Scheduled,364,Bad,90,Aircraft25,238,Active,Boeing,A179,Airport179,City179,Country179,1103,False,A82,Airport82,City82,Country82,990,False,2024-03-14,3,2024,13:09:40.367347,13,9,PM,2024-03-14,3,2024,13:12:40.367347,13,12,PM,3,423.0,846,129
898,569,103,Scheduled,625,Good,79,Aircraft18,207,Active,Boeing,A386,Airport386,City386,Country386,251,False,A322,Airport322,City322,Country322,4811,True,2024-03-14,3,2024,16:51:26.717570,16,51,PM,2024-03-14,3,2024,17:42:26.717570,17,42,PM,51,2646.407211028632,5293,104
900,570,8,Delayed,672,Bad,95,Aircraft41,124,Active,Boeing,A406,Airport406,City406,Country406,2325,True,A47,Airport47,City47,Country47,741,False,2024-03-11,3,2024,12:44:44.128682,12,44,PM,2024-03-11,3,2024,13:01:44.128682,13,1,PM,17,2646.407211028632,5293,116
902,571,166,Scheduled,428,Bad,91,Aircraft36,248,Active,Airbus,A179,Airport179,City179,Country179,1103,False,A250,Airport250,City250,Country250,2789,False,2024-04-06,4,2024,20:38:47.661034,20,38,PM,2024-04-06,4,2024,21:12:47.661034,21,12,PM,34,2646.407211028632,5293,82
904,572,109,Scheduled,230,Bad,79,Aircraft18,207,Active,Boeing,A236,Airport236,City236,Country236,2930,True,A219,Airport219,City219,Country219,841,True,2024-04-09,4,2024,04:02:07.965548,4,2,AM,2024-04-09,4,2024,04:08:07.965548,4,8,AM,6,2510.0,5020,98
906,573,109,Scheduled,185,Good,76,Aircraft15,276,Active,Airbus,A189,Airport189,City189,Country189,2390,True,A220,Airport220,City220,Country220,2858,False,2024-04-13,4,2024,17:30:59.143891,17,30,PM,2024-04-13,4,2024,19:30:59.143891,19,30,PM,120,2646.407211028632,5293,167
908,574,69,Scheduled,635,Bad,82,Aircraft22,244,Active,Boeing,A87,Airport87,City87,Country87,1118,True,A51,Airport51,City51,Country51,3201,False,2024-04-06,4,2024,21:37:11.219992,21,37,PM,2024-04-06,4,2024,22:00:11.219992,22,0,PM,23,2646.407211028632,5293,175
910,575,145,Scheduled,980,Bad,85,Aircraft26,165,Active,Boeing,A323,Airport323,City323,Country323,3781,True,A436,Airport436,City436,Country436,3491,False,2024-03-13,3,2024,14:29:15.664855,14,29,PM,2024-03-13,3,2024,18:29:15.664855,18,29,PM,240,2646.407211028632,5293,20
912,576,102,Scheduled,845,Bad,75,Aircraft13,144,Active,Airbus,A77,Airport77,City77,Country77,2624,True,A53,Airport53,City53,Country53,2037,True,2024-04-01,4,2024,03:00:45.160776,3,0,AM,2024-04-01,4,2024,04:00:45.160776,4,0,AM,60,4374.0,8748,42
914,577,109,Scheduled,847,Good,75,Aircraft13,144,Active,Airbus,A237,Airport237,City237,Country237,1003,True,A422,Airport422,City422,Country422,3046,True,2024-04-12,4,2024,12:49:49.472860,12,49,PM,2024-04-12,4,2024,13:10:49.472860,13,10,PM,21,2646.407211028632,5293,35
916,578,109,Delayed,595,Good,91,Aircraft36,248,Active,Airbus,A61,Airport61,City61,Country61,2785,True,A309,Airport309,City309,Country309,4567,True,2024-03-04,3,2024,20:02:31.223366,20,2,PM,2024-03-04,3,2024,20:59:31.223366,20,59,PM,57,2646.407211028632,5293,139
918,579,12,Scheduled,302,Good,85,Aircraft26,165,Active,Boeing,A299,Airport299,City299,Country299,133,True,A236,Airport236,City236,Country236,2930,True,2024-04-06,4,2024,02:20:51.829514,2,20,AM,2024-04-06,4,2024,07:20:51.829514,7,20,AM,300,3313.0,6626,153
920,580,109,Delayed,182,Bad,85,Aircraft26,165,Active,Boeing,A24,Airport24,City24,Country24,1202,False,A473,Airport473,City473,Country473,2993,True,2024-03-15,3,2024,16:22:26.061938,16,22,PM,2024-03-15,3,2024,17:04:26.061938,17,4,PM,42,3702.0,7404,56
922,581,109,Delayed,181,Good,73,Aircraft10,182,Active,Airbus,A466,Airport466,City466,Country466,1442,False,A387,Airport387,City387,Country387,1185,True,2024-04-14,4,2024,07:54:39.928908,7,54,AM,2024-04-14,4,2024,08:26:39.928908,8,26,AM,32,2646.407211028632,5293,73
924,582,86,Scheduled,419,Bad,73,Aircraft10,182,Active,Airbus,A162,Airport162,City162,Country162,2266,True,A418,Airport418,City418,Country418,3482,True,2024-03-12,3,2024,05:50:14.854165,5,50,AM,2024-03-12,3,2024,08:50:14.854165,8,50,AM,180,4730.0,9460,96
926,583,60,Delayed,601,Good,77,Aircraft16,254,Active,Boeing,A32,Airport32,City32,Country32,1781,True,A68,Airport68,City68,Country68,3133,True,2024-04-01,4,2024,08:06:00.993299,8,6,AM,2024-04-01,4,2024,11:06:00.993299,11,6,AM,180,407.0,814,194
928,584,2,Delayed,215,Bad,85,Aircraft26,165,Active,Boeing,A78,Airport78,City78,Country78,4460,True,A56,Airport56,City56,Country56,1190,False,2024-05-28,5,2024,05:17:56.693614,5,17,AM,2024-05-28,5,2024,12:04:30.693614,12,4,PM,407,1061.0,2122,163
930,585,295,Delayed,664,Bad,68,Aircraft3,354,Active,Airbus,A276,Airport276,City276,Country276,1996,False,A295,Airport295,City295,Country295,4921,True,2024-03-31,3,2024,21:20:30.319249,21,20,PM,2024-03-31,3,2024,21:54:30.319249,21,54,PM,34,1020.0,2040,59
